zip,median_income,housing_units,owner_pct,population,city,lat,lon,solrad_annual,solrad_source,install_count,median_system_kw,median_cost_per_watt,pct_third_party,latest_install_year,adoption_rate,electricity_rate,nem_type,nem_export_pct
92307,71450,13960,0.6518624641833811,40534,Apple Valley,34.5291,-117.2132,6.4483609312150945,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92308,60717,15155,0.6481029363246453,43191,Apple Valley,34.4698,-117.1927,6.447492840165892,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92309,31786,272,0.26838235294117646,561,Baker,35.3606,-116.0638,6.6751067066324685,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92310,63369,3074,0.013662979830839297,8967,Fort Irwin,35.2625,-116.6966,6.862817284015172,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92311,57687,13531,0.41512083364126817,34226,Barstow,34.8914,-117.0387,6.68902858492367,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92313,89781,4973,0.5956163281721295,13104,Grand Terrace,34.031,-117.3129,6.3903706256234605,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92314,70238,9329,0.32404330582055957,10658,Big Bear City,34.261,-116.8131,6.495671833477643,ridge_interpolated,76,4.4,4.317857142857143,0.15789473684210525,2016.0,8.1466,0.3029,NEM3,0.2
92315,71653,9928,0.15128928283642223,5228,Big Bear Lake,34.235,-116.9053,6.478017858211415,ridge_interpolated,42,4.77,4.354914037575328,0.023809523809523808,2016.0,4.2305,0.3029,NEM3,0.2
92316,76161,8310,0.6382671480144404,30656,Bloomington,34.0662,-117.3993,6.378550928282542,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92317,0,974,0.22279260780287474,567,Blue Jay,34.2112,-117.0796,6.446409233773289,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92320,74236,3990,0.8458646616541353,10366,Calimesa,33.9946,-117.043,6.433848204774615,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92321,47448,1217,0.2580115036976171,784,Cedar Glen,34.2545,-117.1533,6.437386119877446,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92322,0,700,0.48,746,Cedarpines Park,34.2544,-117.3265,6.407670962706969,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92324,66836,19323,0.49490244786006315,57593,Colton,34.0315,-117.2874,6.394855563344371,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92325,76200,6335,0.3894238358326756,8449,Crestline,34.2433,-117.2811,6.414550219491939,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92327,0,426,0.23943661971830985,633,Daggett,34.8668,-116.8876,6.523970100013453,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92328,85956,582,0.14604810996563575,1022,Death Valley,36.4672,-116.8937,6.457468495520593,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92332,193342,116,0.12931034482758622,177,Essex,34.5881,-115.5771,6.719365782510974,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92333,136875,1064,0.14191729323308272,429,Fawnskin,34.2583,-116.9515,6.472053002378989,ridge_interpolated,3,5.25,4.090909090909091,0.0,2015.0,2.8195,0.3029,NEM3,0.2
92335,70082,25784,0.4571051815079119,96704,Fontana,34.0794,-117.4551,6.370024133051042,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92336,116942,27385,0.7978455358773051,100571,Fontana,34.1173,-117.4378,6.3764871118362185,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92337,99414,9828,0.7335164835164835,37292,Fontana,34.0498,-117.4706,6.36457959374854,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92339,70795,725,0.37103448275862067,1064,Forest Falls,34.0937,-116.9362,6.460988203768021,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92341,77813,1024,0.119140625,331,Green Valley Lake,34.2348,-117.066,6.450677586876917,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92342,99250,3030,0.6848184818481848,6317,Helendale,34.7499,-117.3367,6.442690501733103,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92344,98533,6073,0.7470772270706405,20448,Hesperia,34.4239,-117.4075,6.407476678209375,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92345,64243,26906,0.5930275774920092,87476,Hesperia,34.4222,-117.3025,6.425262753498909,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92346,81571,18439,0.6543738814469331,60025,Highland,34.1565,-117.1403,6.4313942989699955,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92347,44063,380,0.45789473684210524,601,Hinkley,34.9279,-117.1809,6.479305900136462,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92350,0,15,0.0,468,Loma Linda,34.84,-115.9671,6.747363973363299,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92352,104683,7364,0.26806083650190116,6147,Lake Arrowhead,34.2606,-117.2016,6.429624283306009,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92354,72951,8949,0.3771371102916527,23054,Loma Linda,34.0528,-117.2513,6.403075083589516,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92356,43780,3145,0.5373608903020668,7048,Lucerne Valley,34.447,-116.9189,6.491913171183593,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92358,68750,421,0.66270783847981,762,Lytle Creek,34.2558,-117.5186,6.3746108628599165,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92359,71384,3347,0.6325067224380042,9758,Mentone,34.0774,-117.1126,6.42927117222403,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92363,39155,3846,0.33931357254290173,5447,Needles,34.7824,-114.5871,6.5346481018128,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92364,0,18,0.0,12,Nipton,35.4676,-115.4814,6.600403048474902,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92365,59375,1273,0.5239591516103692,2393,Newberry Springs,34.885,-116.7464,6.838755446149737,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92368,43750,389,0.442159383033419,1018,Oro Grande,34.6178,-117.3327,6.4344907261595266,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92371,73410,6170,0.7059967585089141,21265,Phelan,34.4449,-117.5196,6.389918933777566,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92372,52296,2092,0.6873804971319312,5208,Pinon Hills,34.4429,-117.6403,6.369009805506519,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92373,93886,14495,0.48596067609520527,33946,Redlands,34.0397,-117.1804,6.4141789074656925,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92374,92821,15219,0.548721992246534,44976,Redlands,34.065,-117.1672,6.418741758968625,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92376,71825,22960,0.5653310104529616,85727,Rialto,34.1132,-117.3771,6.386678432653798,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92377,108973,5473,0.81289968938425,20935,Rialto,34.1561,-117.4042,6.385789159489707,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92378,72813,350,0.37142857142857144,437,Rimforest,34.84,-115.9671,6.670201389015705,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92382,83303,3842,0.40135346173867775,4884,Running Springs,34.2102,-117.1109,6.4409741443818715,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92384,0,25,0.0,23,Shoshone,35.8992,-116.2645,6.61169374912433,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92385,69911,230,0.3826086956521739,167,Skyforest,34.84,-115.9671,6.747363973363299,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92386,46597,3101,0.1796194775878749,2064,Sugarloaf,34.2372,-116.8277,6.491326409432426,ridge_interpolated,3,3.3,3.955223880597015,0.0,2015.0,0.9674,0.3029,NEM3,0.2
92389,31563,197,0.47715736040609136,187,Tecopa,35.9021,-116.1544,6.493128241429165,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92391,75296,1646,0.36330498177399756,2177,Twin Peaks,34.2379,-117.2348,6.422051813932419,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92392,73860,17882,0.6354434626999217,61859,Victorville,34.4802,-117.4082,6.411683703109339,ridge_interpolated,1,5.76,5.022814236111111,0.0,2011.0,0.0559,0.3029,NEM3,0.2
92394,73028,9971,0.6174907230969813,39939,Victorville,34.5563,-117.3528,6.426728534141829,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92395,53147,16184,0.5192782995551162,48479,Victorville,34.5016,-117.2944,6.770007060254031,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92397,77171,3038,0.6145490454246214,5059,Wrightwood,34.3628,-117.6249,6.365186595641075,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92398,54122,688,0.5,1394,Yermo,34.9269,-116.7093,6.556153569424262,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92399,87457,20019,0.6997852040561466,55236,Yucaipa,34.0282,-117.0489,6.435868014062405,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92401,41447,749,0.1855807743658211,2060,San Bernardino,34.1105,-117.2898,6.401585038427059,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92404,62318,19483,0.4731304213930093,64090,San Bernardino,34.1426,-117.2606,6.40946671517725,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92405,55282,9754,0.47549723190485954,31550,San Bernardino,34.1446,-117.3013,6.402606433353724,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92407,83724,18446,0.5830532364740323,67207,San Bernardino,34.2166,-117.3908,6.393376273060759,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92408,57793,4121,0.3579228342635283,12478,San Bernardino,34.0831,-117.2711,6.40237694636859,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92410,50477,14362,0.4005013229355243,48398,San Bernardino,34.1069,-117.2975,6.3999302037485775,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92411,54053,7143,0.499370012599748,26915,San Bernardino,34.1214,-117.3172,6.397805835313458,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92501,78750,7324,0.395002730748225,22136,Riverside,33.9924,-117.3694,6.376909535323871,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92503,87042,25678,0.6314744138951631,88617,Riverside,33.9208,-117.4589,6.354316988056037,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92504,83139,16820,0.5920332936979786,57636,Riverside,33.9315,-117.4119,6.363631272092523,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92505,81217,15021,0.48512083083682844,52696,Riverside,33.9228,-117.4867,6.349612712507823,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92506,115246,15090,0.7285619615639496,44344,Riverside,33.9455,-117.3757,6.371340087448213,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92507,67203,19122,0.3167032737161385,60949,Riverside,33.9761,-117.3389,6.38070392914281,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92508,141449,10278,0.7734967892586107,36500,Riverside,33.8897,-117.3043,6.3784592913655755,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92509,89640,20287,0.6836890619608617,80325,Riverside,34.0033,-117.445,6.3647011792096615,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92518,86544,742,0.04177897574123989,1132,March Air Force Base,33.8886,-117.2776,6.383034866932799,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92530,77569,17647,0.6155720519068397,58249,Lake Elsinore,33.6598,-117.3485,6.34712888259667,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92532,107765,8388,0.7335479256080114,27454,Lake Elsinore,33.6927,-117.303,6.358704222601967,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92536,62703,1384,0.6502890173410405,2569,Aguanga,33.4473,-116.7997,6.421337518133387,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92539,54107,2107,0.5187470336971998,3760,Anza,33.5688,-116.7136,6.449468076147364,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92543,43881,14682,0.5033374199700313,38403,Hemet,33.7416,-116.973,6.4218211675317916,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92544,63579,17595,0.6179028132992327,51567,Hemet,33.739,-116.9243,6.430062867408771,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92545,56193,16921,0.6525619053247445,45219,Hemet,33.7399,-117.0151,6.414288591356127,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92548,56375,2360,0.6694915254237288,7110,Homeland,33.7453,-117.1118,6.397881899050728,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92549,85577,4190,0.25322195704057276,3535,Idyllwild,33.7304,-116.7107,6.466327592858824,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92551,91579,8591,0.6518449540216505,36326,Moreno Valley,33.8814,-117.2261,6.39135551491317,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92553,67254,20069,0.48741840649758333,73945,Moreno Valley,33.9157,-117.2351,6.393094044968545,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92557,89629,15386,0.6422721955024048,54936,Moreno Valley,33.9553,-117.2457,6.395014766434042,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92561,90179,1050,0.5666666666666667,1622,Mountain Center,33.6401,-116.5567,6.484028204403702,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92562,108595,21897,0.6451112024478239,64155,Murrieta,33.5631,-117.2738,6.349950893242897,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92563,112347,23413,0.6884636740272498,78139,Murrieta,33.569,-117.1783,6.3676036189354805,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92567,87484,2824,0.7195467422096318,10721,Nuevo,33.8123,-117.1048,6.405810969737373,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92570,75249,15680,0.6169005102040817,58275,Perris,33.7852,-117.3166,6.365873801519419,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92571,81884,14432,0.6768985587583148,59896,Perris,33.811,-117.218,6.385839791977722,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92582,88850,5541,0.7814473921674788,21961,San Jacinto,33.7883,-116.9819,6.232384787717453,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92583,60352,10288,0.6071150855365475,33781,San Jacinto,33.7967,-116.9324,6.312881515199577,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92584,111057,17118,0.7663862600771119,54663,Menifee,33.6647,-117.1743,6.378549412081454,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92585,100470,7771,0.8180414361086089,27083,Sun City,33.7467,-117.1721,6.387424007729201,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92586,56528,10085,0.6698066435299951,20152,Sun City,33.7044,-117.1969,6.378702632756878,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92587,96955,6647,0.7156612005415978,18926,Sun City,33.6951,-117.2529,6.367833399135834,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92590,71827,2005,0.34663341645885287,5212,Temecula,33.4903,-117.1824,6.358185998173812,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92591,101117,14524,0.5704351418342054,41047,Temecula,33.5217,-117.1286,6.371260536568216,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92592,122882,25778,0.7577391574210567,81636,Temecula,33.4983,-117.0958,6.374509531064594,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92595,93376,10568,0.7301286903860712,34698,Wildomar,33.6021,-117.264,6.355955723814115,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92596,114542,9951,0.7733896090845142,35726,Winchester,33.6243,-117.0885,6.389449889435549,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92602,137037,10193,0.3983125674482488,26663,Irvine,33.7419,-117.7467,6.284700331869408,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92603,187713,8064,0.5037202380952381,19329,Irvine,33.6245,-117.794,6.263230084241122,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92604,120460,10595,0.6039641340254838,29080,Irvine,33.6899,-117.7868,6.271814620007839,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92606,128580,9569,0.3409969693802905,24431,Irvine,33.6951,-117.8224,6.265955181569123,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92610,170469,4747,0.7533178849799873,13107,Foothill Ranch,33.6748,-117.6649,6.292130456420977,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92612,88929,16041,0.2502961162022318,34868,Irvine,33.6607,-117.8264,6.261417439603032,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92614,109475,12130,0.36372629843363563,29544,Irvine,33.6829,-117.8298,6.263269310189666,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92617,67056,4837,0.2708290262559438,20432,Irvine,33.6425,-117.8417,6.256605997332048,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92618,132843,24953,0.3559892598084399,59386,Irvine,33.7074,-117.7054,6.288398254872601,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92620,135494,22767,0.52914305793473,61110,Irvine,33.7009,-117.7564,6.278506177659447,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92624,121028,3307,0.4977320834593287,6881,Capistrano Beach,33.46,-117.6632,6.268036613984687,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92625,174570,6836,0.4944411936805149,12546,Corona Del Mar,33.6021,-117.8743,6.246103044218098,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92626,105281,20355,0.39793662490788506,50198,Costa Mesa,33.6801,-117.9085,6.248697078141304,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92627,105647,23340,0.36131105398457586,62181,Costa Mesa,33.6483,-117.9155,6.243855965610101,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92629,119368,13750,0.5293818181818182,26144,Dana Point,33.4743,-117.6964,5.997033612948884,nrel_actual,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92630,120848,24530,0.647982062780269,66240,Lake Forest,33.6437,-117.6868,6.284759347758526,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92637,56928,13561,0.6064449524371359,17452,Laguna Hills,33.615,-117.7114,6.277115628037087,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92646,123899,22278,0.731528862554987,56033,Huntington Beach,33.6654,-117.9686,6.236125012802332,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92647,106555,22412,0.40973585579154026,60114,Huntington Beach,33.721,-118.0033,6.2360327009896865,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92648,116189,21658,0.4317111459968603,45667,Huntington Beach,33.6773,-118.0051,6.2308201537260866,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92649,116055,15157,0.5453585801939698,35206,Huntington Beach,33.718,-118.0505,6.22711437062254,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92651,148381,14261,0.5313792861650656,23981,Laguna Beach,33.5429,-117.7813,6.256220741051549,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92653,123490,11429,0.6557004112345787,29923,Laguna Hills,33.5916,-117.6985,6.276814023232112,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92655,61991,2738,0.27574872169466763,8040,Midway City,33.7446,-117.984,6.242141239138701,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92656,130854,21183,0.5431714110371524,53143,Aliso Viejo,33.5701,-117.7086,6.272545592978639,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92657,194881,4221,0.6202321724709784,9169,Newport Coast,33.5943,-117.8334,6.252652133827591,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92660,152700,17301,0.455580602277325,35926,Newport Beach,33.6295,-117.8684,6.250292227566336,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92661,197344,2768,0.23265895953757226,3300,Newport Beach,33.6045,-117.9021,6.241315484667381,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92662,157128,1915,0.3524804177545692,2346,Newport Beach,33.6062,-117.8931,6.243149125077866,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92663,123333,12512,0.4069693094629156,21886,Newport Beach,33.621,-117.9321,6.237735663662577,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92672,105534,17546,0.43611079448307305,38020,San Clemente,33.4361,-117.6231,6.272513092541394,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92673,172056,10101,0.760914760914761,30633,San Clemente,33.4615,-117.6375,6.272887851325225,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92675,123474,12648,0.7108633776091081,35099,San Juan Capistrano,33.5085,-117.6565,6.2749181611886575,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92676,116042,762,0.8293963254593176,1952,Silverado,33.7451,-117.6153,6.308611385864466,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92677,135822,27163,0.6136656481242867,64259,Laguna Niguel,33.5145,-117.7084,6.2661877056445965,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92678,107159,268,0.8619402985074627,630,Trabuco Canyon,33.6643,-117.5896,6.304516477842998,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92679,206361,10839,0.8604114770735307,30971,Trabuco Canyon,33.6415,-117.5894,6.30205427524901,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92683,80292,28724,0.5057095112101379,90630,Westminster,33.7524,-117.9939,6.241201764824644,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92688,141089,16002,0.6812273465816773,44444,Rancho Santa Margarita,33.6512,-117.5938,6.302328977070661,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92691,134070,16895,0.7344184670020716,48073,Mission Viejo,33.6128,-117.6622,6.285757608229134,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92692,136906,17546,0.7354382765302633,45977,Mission Viejo,33.6144,-117.6433,6.289346599822831,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92694,187701,11980,0.7187813021702838,35074,Ladera Ranch,33.5472,-117.6238,6.285289585489401,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92701,65375,13087,0.29831130129135786,49462,Santa Ana,33.7523,-117.8541,6.266478295084972,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92703,77759,13946,0.4456474974903198,61593,Santa Ana,33.7489,-117.9072,6.25651845116117,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92704,89654,20587,0.4880264244426094,80767,Santa Ana,33.7249,-117.909,6.253567312462386,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92705,125059,16136,0.5852751611303917,46854,Santa Ana,33.754,-117.7919,6.277870829829708,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92706,90617,10276,0.5139159205916699,36548,Santa Ana,33.7691,-117.8855,6.262628437300569,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92707,94862,14551,0.48505257370627447,59712,Santa Ana,33.7086,-117.8701,6.258815289300627,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92708,108860,19279,0.646039732351263,56754,Fountain Valley,33.7102,-117.9503,6.244459224608597,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92780,89375,18214,0.43373229383990336,54945,Tustin,33.7364,-117.8229,6.270382596704116,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92782,139505,11424,0.5861344537815126,29838,Tustin,33.7346,-117.7869,6.276676781843002,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92801,76264,19778,0.3472039640004045,64022,Anaheim,33.8428,-117.9546,6.25804078684564,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92802,81538,12732,0.3606660383286208,44316,Anaheim,33.8085,-117.9228,6.260128950675241,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
92804,75847,25377,0.40903180044922566,84700,Anaheim,33.8186,-117.9729,6.252167278340763,ridge_interpolated,0,5.232,4.975,0.0,,0.0,0.3029,NEM3,0.2
